"","lon_135","lat_135","albedo_135"
"21451505",-103.829887390137,43.6586837768555,0.118110235780478
"21487817",-100.579566955566,44.1117820739746,0.10629921220243
"20681622",-97.0970153808594,39.9511413574219,0.102362204343081
"21014201",-85.6676254272461,42.7395095825195,0.0866141729056835
"20702241",-89.7872467041016,40.6618232727051,0.094488188624382
"20567454",-105.144104003906,38.7946090698242,0.161417322233319
"21581270",-94.2608947753906,45.1888694763184,0.094488188624382
"20343767",-103.121444702148,37.7865943908691,0.185039369389415
"20983384",-101.544128417969,41.2265357971191,0.181102361530066
"22059898",-100.680709838867,47.5432281494141,0.0984251964837313
"20364213",-90.4900207519531,38.8289985656738,0.110236220061779
"19839357",-104.163391113281,35.2432861328125,0.192913385108113
"22631878",-95.6018905639648,51.8131713867188,0.078740157186985
"22450047",-104.252799987793,49.7839660644531,0.118110235780478
"21742785",-105.38752746582,45.2421569824219,0.122047243639827
"20603392",-88.1843185424805,40.2765235900879,0.10629921220243
"19641429",-94.2642669677734,34.9437026977539,0.173228345811367
"22777711",-104.807334899902,52.0160636901855,0.114173227921128
"22777546",-97.5509338378906,52.6667633056641,0.0275590550154448
"19459423",-94.6918640136719,34.0458183288574,0.334645668044686
"22663115",-97.1074981689453,51.8871307373047,0.102362204343081
"20733569",-94.8859024047852,40.3999404907227,0.102362204343081
"20598439",-98.0453643798828,39.4439697265625,0.118110235780478
"20608507",-83.9280853271484,40.6894264221191,0.181102361530066
"19963666",-86.2379684448242,37.1497688293457,0.122047243639827
"19630976",-92.3721694946289,35.0312538146973,0.240157479420304
"22345880",-98.079719543457,49.6181831359863,0.110236220061779
"21399622",-107.833274841309,43.092399597168,0.169291337952018
"20983417",-102.64688873291,41.1480941772461,0.169291337952018
"20432133",-101.78337097168,38.322078704834,0.31496062874794
"20801213",-96.2372131347656,40.6518516540527,0.102362204343081
"22751751",-106.557235717773,51.689754486084,0.133858267217875
"21170753",-106.39331817627,41.9127960205078,0.133858267217875
"20156283",-94.2211380004883,37.473934173584,0.094488188624382
"21778911",-94.7185974121094,46.329963684082,0.094488188624382
"20026502",-102.025909423828,36.2821960449219,0.590551178902388
"19937683",-87.158576965332,36.9432067871094,0.0984251964837313
"21404704",-103.978797912598,43.3818855285645,0.149606298655272
"21425417",-100.866271972656,43.7313613891602,0.15748031437397
"20717959",-94.5752716064453,40.342227935791,0.10629921220243
"20073324",-102.569931030273,36.4771881103516,0.342519683763385
"21623154",-104.812698364258,44.578929901123,0.0984251964837313
"20031869",-106.929054260254,36.0142402648926,0.177165353670716
"21066638",-103.040855407715,41.5710754394531,0.169291337952018
"21799850",-100.257400512695,45.9770927429199,0.118110235780478
"20353925",-94.9429550170898,38.4191436767578,0.0984251964837313
"21685618",-106.719116210938,44.8115577697754,0.125984251499176
"22600897",-105.328117370605,50.726448059082,0.133858267217875
"22855575",-98.2216415405273,53.1748046875,0.0118110235780478
"21758054",-92.2935104370117,46.428539276123,0.0669291336089373
"20114860",-100.446487426758,36.8205528259277,0.255905510857701
"21004236",-103.198280334473,41.2217063903809,0.177165353670716
"22865975",-98.1238403320312,53.2615394592285,0.0236220471560955
"20640190",-102.93635559082,39.3134498596191,0.153543306514621
"22434390",-102.09497833252,49.8562088012695,0.0984251964837313
"22371955",-101.069328308105,49.526496887207,0.10629921220243
"21680266",-101.459175109863,45.1662979125977,0.129921259358525
"20042131",-102.868919372559,36.3053550720215,0.232283463701606
"20645208",-96.7441864013672,39.787109375,0.102362204343081
"20848252",-104.237632751465,40.3169975280762,0.15748031437397
"21238235",-102.289390563965,42.5690727233887,0.129921259358525
"20307153",-96.1554946899414,38.0888137817383,0.10629921220243
"20499624",-97.9082260131836,38.9422416687012,0.118110235780478
"19797250",-86.4416122436523,36.3051452636719,0.228346455842257
"22450029",-103.551696777344,49.8405532836914,0.118110235780478
"20275892",-94.0473403930664,38.0910682678223,0.094488188624382
"19771792",-105.330207824707,34.8524169921875,0.362204723060131
"21004190",-101.667854309082,41.3301658630371,0.141732282936573
"19969093",-95.3272247314453,36.460319519043,0.200787400826812
"20359298",-100.892425537109,38.0130920410156,0.20866141654551
"20557094",-106.3740234375,38.665470123291,0.062992125749588
"20354183",-103.584175109863,37.8092575073242,0.220472440123558
"21300658",-102.827049255371,42.8785018920898,0.161417322233319
"21274366",-91.7211837768555,43.6404495239258,0.118110235780478
"19969312",-102.489990234375,35.9735717773438,0.299212597310543
"20478959",-102.462661743164,38.5152549743652,0.161417322233319
"20468730",-107.65266418457,38.1402626037598,0.149606298655272
"20967838",-103.390441894531,41.0124816894531,0.161417322233319
"21295465",-103.085067749023,42.8307571411133,0.177165353670716
"20083888",-107.348922729492,36.2444000244141,0.181102361530066
"22657912",-97.0109634399414,51.8596153259277,0.0984251964837313
"19969467",-107.010772705078,35.7071189880371,0.236220471560955
"20145931",-96.0024719238281,37.2883491516113,0.118110235780478
"20531071",-105.757598876953,38.5701446533203,0.133858267217875
"20385094",-93.6355209350586,38.6809577941895,0.10629921220243
"19994849",-85.2498931884766,37.389949798584,0.224409447982907
"19516612",-94.108039855957,34.3581657409668,0.271653542295098
"20770113",-99.9419555664062,40.2038650512695,0.153543306514621
"20036661",-93.9011917114258,36.9007530212402,0.169291337952018
"19776947",-104.022468566895,34.9526863098145,0.389763778075576
"22252509",-107.528671264648,48.2376174926758,0.177165353670716
"20728211",-88.2604522705078,40.9357414245605,0.114173227921128
"21768544",-96.2010116577148,46.1339149475098,0.102362204343081
"20323056",-105.859603881836,37.5122756958008,0.185039369389415
"19922130",-89.2726211547852,36.6934776306152,0.10629921220243
"20639795",-88.0904541015625,40.4782295227051,0.114173227921128
"19594535",-90.9604110717773,34.9610176086426,0.393700785934925
"20063024",-105.570167541504,36.2438163757324,0.0984251964837313
"21654292",-102.520317077637,44.9309921264648,0.0866141729056835
"19865345",-103.74772644043,35.392936706543,0.287401573732495
"19802941",-103.784118652344,35.0911407470703,0.287401573732495
"20546253",-91.1934280395508,39.7161865234375,0.118110235780478
"22892089",-103.095909118652,52.9968147277832,0.0826771650463343
"21264212",-101.38899230957,42.7805938720703,0.145669290795922
"20551666",-99.160270690918,39.1190299987793,0.125984251499176
"20665855",-90.6130447387695,40.3964424133301,0.114173227921128
"21378733",-105.041969299316,43.1602439880371,0.169291337952018
"19527149",-98.6637496948242,34.0986976623535,0.649606296792626
"20754543",-101.014389038086,40.0443382263184,0.173228345811367
"20957362",-100.896179199219,41.1333656311035,0.181102361530066
"19745732",-103.659973144531,34.8250465393066,0.409448817372322
"21706051",-92.5464248657227,46.0901641845703,0.0866141729056835
"21222664",-103.329902648926,42.407527923584,0.169291337952018
"19714565",-104.688972473145,34.6168212890625,0.551181100308895
"20806603",-102.806015014648,40.1933288574219,0.161417322233319
"20114987",-104.355895996094,36.5709915161133,0.196850392967463
"20780230",-88.8017654418945,41.1673545837402,0.102362204343081
"20863853",-104.21947479248,40.4007186889648,0.161417322233319
"21701215",-106.561180114746,44.9141044616699,0.122047243639827
"20374747",-95.6636199951172,38.4701995849609,0.094488188624382
"20692165",-101.95964050293,39.6506271362305,0.165354330092669
"20702410",-96.5694274902344,40.1015205383301,0.10629921220243
"20759842",-104.202079772949,39.8532600402832,0.196850392967463
"22777586",-99.4301147460938,52.4880638122559,0.114173227921128
"20614225",-104.117378234863,39.1009063720703,0.141732282936573
"19605357",-104.707130432129,34.0995254516602,0.700787398964167
"20364656",-105.752624511719,37.7273597717285,0.137795275077224
"20473514",-93.9966583251953,39.1082038879395,0.0984251964837313
"20577860",-105.297019958496,38.8382873535156,0.173228345811367
"21487971",-105.89478302002,43.7221946716309,0.133858267217875
"21087522",-105.68285369873,41.5048065185547,0.133858267217875
"20832469",-98.1493225097656,40.6696166992188,0.122047243639827
"21727029",-99.8400955200195,45.5742797851562,0.129921259358525
"19735034",-94.0981750488281,35.4070205688477,0.42125984095037
"22444859",-104.743408203125,49.7101783752441,0.133858267217875
"22720477",-103.793846130371,51.6903457641602,0.114173227921128
"19953380",-91.1597290039062,36.6986770629883,0.118110235780478
"20302188",-103.883666992188,37.5291366577148,0.165354330092669
"20957529",-106.304389953613,40.7640037536621,0.125984251499176
"20187870",-106.598487854004,36.7972297668457,0.141732282936573
"19875250",-86.0052871704102,36.7278633117676,0.200787400826812
"20218616",-91.3511505126953,38.0138320922852,0.0984251964837313
